id,Year,Mint Mark,Denomination,Condition,Theme/Subject,Country,Variety,PCGS Number,Source Collection,Grading Service,Cert Number,Program/Series,Enrichment Status
7669c6c6-d6cf-42fd-971c-2ee266812015,1907,,$5 Legal Tender Note Large Size,Fine/Very Fine,Legal Tender Note,USA,,,coins,PMG,,American Paper Money Club Selection,Enriched from Firestore
767bca45-aabb-46ea-ac10-14c94118134c,2007S,,14-Coin Proof Set,ch proof 63,,US,,,coins,,,Clad Proof Set 14 coins,Enriched from Firestore
769de267-4b57-4805-b9dd-a3b17040b77e,2010-2021,,Quarter,Uncirculated,,USA,,393975,coins,,,National Park Quarters,Enriched from Firestore
775483fd-f96c-42ba-80f0-eaa25023a0a3,1863-1867,,25C Fractional Currency,Unc-64 Premium,,USA,EPQ,,coins,PMG,,USA Invoice Import,Enriched from Firestore
782d600f-041e-4d29-bb2f-819205fe4260,2009,,Cent,,,US,,395039,coins,,,Lincoln Bicentennial cents colorized and gold plated 8 coin set,Enriched from Firestore
79183f43-2e88-430d-bf52-144b56257e8a,1889,,,Extremely Fine,,US,,,coins,,,,Enriched from Firestore
7abcb158-4b0e-4b23-8150-4d3c8376412e,2020S,,Quarter,ch proof 63,,US,,,coins,,,National Park quarters Silver Proof Year set 5 coins,Enriched from Firestore
7afa9416-4e1e-45c6-9c86-242716e90e3e,2013S,,14-Coin Proof Set,ch proof 63,,US,,,coins,,,Clad Proof Set 14 coins,Enriched from Firestore
7c9c1f09-38f4-4ee7-a2f6-63bfdbf428d6,1921,"P, D, S",$1,MS-65,,US,,,coins,,,Morgan Silver Dollar,Enriched from Firestore
7d33a2ce-c0cd-40d8-a2d3-906cc80617cd,2006S,,10-Coin Proof Set,ch proof 63,,US,,,coins,,,Clad Proof Set 10 Coins,Enriched from Firestore
7d3495f3-d1eb-4878-b6df-042d5ceae5d1,1934,A,$100 Federal Reserve Note,Fine,,USA,Series 1934A,,coins,,,Federal Reserve Note,Enriched from Firestore
7d47d5d4-95c7-4161-a62a-25614c5adf85,1934,A,$10 Silver Certificate,Unc-66 Prem,Yellow Seal BA Block,USA,,,coins,PMG,,American Paper Money Club Selection,Enriched from Firestore
7d9660cf-9b6d-4bda-9cc8-65cb3c14b901,1944,,,Circulated,Time Capsule Year Set,USA,,,coins,,,America Revisited Selection,Enriched from Firestore
7dcba4e6-d9d5-4698-a630-9c0adf868090,1890,,,Average Circulated,,US,,,coins,,,,Enriched from Firestore
7e07d8a3-0260-4e10-8a0d-fa30667096f9,1939,,5-Coin Set,Circulated,Time Capsule Year Set,USA,,,coins,,,America Revisited Club,Enriched from Firestore
7e3abe35-fdfa-4c10-9d38-760794c784e2,2020P,,quarter,uncirculated,,US,,,coins,,,National Park Quarters,Enriched from Firestore
7f19e971-5b6b-48f3-846d-3fef79b2616e,1936,,,Circulated,Time Capsule Year Set,USA,,,coins,,,America Revisited Selection,Enriched from Firestore
7f961fc0-f591-4646-af9e-622649a567a0,2019P,,quarter,uncirculated,,US,,,coins,,,National Park Quarters,Enriched from Firestore
807bd1ea-d0ae-4b16-8ead-3a8da252b6f9,1943,D,,,World War II,USA,,,coins,,,The World War II U.S. Coin Collection,Enriched from Firestore
80aa32b3-2227-4faf-b490-e1bc2dc4fc27,1943-46,,Penny,average circ,,US,,,coins,,,Wartime Lincoln Head Cent Set with folder 12 coins,Enriched from Firestore
80bdf654-7187-46cd-8b29-025af073c16d,1971S,,5-Coin Proof Set,ch proog 63,,US,,,coins,,,Clad  Proof Set 5 coins,Enriched from Firestore
810449e9-409a-4e40-b185-211ab9af083a,1885,CC,multiple,,,US,,,coins,,,1880-1885CC 6 piece carson city Morgan dollar set PCGS MS64,Enriched from Firestore
81d0ccc0-0ebd-44e7-a644-7ff7ce9cc5f7,2024,,$1,Ungraded,Celia Cruz,US,,346862,coins,,,Celebrating America Coin Collection,Enriched from Firestore
81e326be-ff2e-4239-8214-649fbbd6471c,1957,,,Circulated,5-Coin Time Capsule Year Set,USA,,,coins,,,America Revisited Selection,Enriched from Firestore
83203916-5509-47aa-9131-d639ba17ed4e,2013S,,14-Coin Proof Set,ch proof 63,,US,,,coins,,,Clad Proof Set 14 coins,Enriched from Firestore
8350fb79-863f-4242-acc4-b04f359ba426,1910-2005,,Five Cents,,Shipment 10,USA,,,coins,,,The U.S. Nickel Collection,Enriched from Firestore
83ba22b0-4bb3-43cf-8560-d27e65a694bd,2015S,,14-Coin Proof Set,ch proof 63,,US,,,coins,,,Clad Proof Set 14 coins,Enriched from Firestore
83bd153d-6845-4b6a-8386-8cdf15cdccc6,2024,,Dollar,,Texas,USA,,374002,coins,,,Statehood Innovation Dollar Coin Collection,Enriched from Firestore
85b79947-de6f-4222-8dba-edb3c9fe7fd3,,,,uncirculated,,US,,,coins,,,100 coins from ioo countries with treasure chest,Enriched from Firestore
85da41ca-de40-4ce6-bc57-960f60b15fcb,1912-1992,,Five Cents,,Shipment 12,USA,,,coins,,,The U.S. Nickel Collection,Enriched from Firestore
8621db5f-243f-4509-b3ad-1aea83370e18,1934,,$1 Silver Certificate,Fine,Funnyback,USA,Star Note,,coins,,,Silver Certificate,Enriched from Firestore
86f060d8-d0b1-4df9-8f13-ec6b4cc54718,1927-2004,,Five Cents,,Shipment 4,USA,,,coins,,,The U.S. Nickel Collection,Enriched from Firestore
86f24f51-1fec-4171-8292-25028cc2f274,1870,,,Fine,,US,,,coins,,,,Enriched from Firestore
8882aed7-ea7b-4281-a4cc-5c876589a58f,,,Dime,Average Circulated,,,,,coins,,,Roosevelt Dimes,Enriched from Firestore
89330453-b34b-480e-a63d-408f807293d7,1882,,$5 National Bank Note,Fine/Very Fine,Large Size Portland Maine Brown Back,USA,,,coins,PMG,,USA Invoice Import,Enriched from Firestore
8cc01cf4-2b46-43ee-8d87-fc48fc37c9e3,1976,,Dollar,,Eisenhower Dollar and Stamp,USA,,376575,coins,,,The Complete Collection of Eisenhower Dollar Coins,Enriched from Firestore
8ddeca4d-31b2-4d8e-91e5-24f8ffd7600d,1902-2009,,Five Cents,,Shipment 18,USA,,,coins,,,The U.S. Nickel Collection,Enriched from Firestore
8e1ee2d0-4c16-4763-9b8f-c728c2216855,1877,,,Good,,US,,,coins,,,,Enriched from Firestore
8e499d3c-48b2-439d-9f82-b1dee89a73f0,1891,,$1 Treasury Note,Fine 15,Large Size,USA,,,coins,PMG,,USA Invoice Import,Enriched from Firestore
8e5737da-a9a8-46cb-a14a-3387122def34,1886,,,Fine,,US,,,coins,,,,Enriched from Firestore
8fb30fc1-8a61-48c6-bd35-e5511ad31798,1987S,,Dollar,,,US,,,coins,,,Consitution silver dollar commemorative in case79.95,Enriched from Firestore
913843cd-501f-4313-99ea-0cee59036aa3,1956,,,Circulated,5-Coin Time Capsule Year Set,USA,,,coins,,,America Revisited Selection,Enriched from Firestore
91a7135e-d1a7-42b6-a244-d6908dde8dab,1909,,Cent,Average Circulated,,US,,72337,coins,,,,Enriched from Firestore
925e6556-54c6-41fd-b303-d0aac5db7bb8,,,,63,,US,,,coins,,,,Enriched from Firestore
92b05314-f3e3-469d-b058-bbf4a8a5433b,1872,,,Very Good,,US,,,coins,,,,Enriched from Firestore
95bde4b8-f5d8-4999-a102-5e9ee61a9fc3,1873,,,Extremely Fine,,US,,,coins,PCGS,,,Enriched from Firestore
9628ad20-f869-4d70-94ad-5118180aabf0,,,$5 West River Bank Note,Crisp Unused,VT Jamaica,USA,,,coins,,,USA Invoice Import,Enriched from Firestore
977e9860-69e8-4068-9cde-d98d991c1837,1894,,,Very Fine,,US,,,coins,,,,Enriched from Firestore
982eca4c-8d07-447e-bbda-176c20c39e93,1934,A,$500 Federal Reserve Note,Fine,Federal Reserve Note,USA,,,coins,,,American Paper Money Club Selection,Enriched from Firestore
9831e233-1a10-498e-b3e6-7208c1f37bd5,,,Five Cents,,SHIPMENT 8,USA,,,coins,,,The U.S. Nickel Collection,Enriched from Firestore
99046f2e-7d32-4957-acce-01f8e46399dc,1995S,,5-Coin Proof Set,ch proog 63,,US,,,coins,,,Clad  Proof Set 5 coins,Enriched from Firestore
99b9b27b-9926-4c39-99e8-849c73a561d8,1990,,Prestige Proof Set,Choice Proof-63,Eisenhower Centennial,USA,,,coins,,,USA Invoice Import,Enriched from Firestore
9caa9df1-62be-476f-8b8c-934eb78e89f1,1948,,,Circulated,Time Capsule Year Set,USA,,,coins,,,America Revisited Selection,Enriched from Firestore
9d8a41ed-ea68-43e9-a7fe-41dbc704e5b7,,,Five Cents,,Shipment 13,USA,,,coins,,,The U.S. Nickel Collection,Enriched from Firestore
9e308217-3d57-4fd1-bfeb-c6e7d9d7fe57,1935,C,$1 Silver Certificate,Fine,,USA,,,coins,,,USA Invoice Import,Enriched from Firestore
9e9cc96d-e1e0-401a-b2db-3f4d324696b6,1980S,,Proof/Mint Set,ch proog 63,,US,,,coins,,,Clad  Proof Set 6 coins,Enriched from Firestore
9eb832ea-ac12-4742-9cc0-bb0fbb45fabe,1878,,Dollar,About Uncirculated,,US,,6298,coins,PCGS,,,Enriched from Firestore
9f000dc4-7c43-4c56-afa4-3508e636581e,2018S,,quarter,uncirculated,,US,,,coins,,,National Park Quarters,Enriched from Firestore
a006457e-bf96-40bd-9064-fa201321cf34,2018D,,quarter,uncirculated,,US,,,coins,,,National Park Quarters,Enriched from Firestore
a1637fdd-11b7-4447-9c6b-7971e9cce64d,,,,,American Independence,USA,,,coins,,,The American Independence Coin and Stamp Collection,Enriched from Firestore
a21f8395-029b-4251-831b-fd5f955d8ee3,1934,,,Circulated,5-Coin Time Capsule Year Set,USA,,,coins,,,America Revisited Selection,Enriched from Firestore
a22ec360-35e4-463b-885b-6e28b53ca8c8,2019S,,quarter,uncirculated,,US,,,coins,,,National Park Quarters,Enriched from Firestore
a309093b-e598-420a-a268-b7a45fae02ff,2018S,,Quarter,uncirculated,,US,,,coins,,,National Park Year Set San Francisco Mint 5 coins,Enriched from Firestore
a34d398d-792c-40b8-a35e-4cb895462543,2001S,,10-Coin Proof Set,ch proog 63,,US,,,coins,,,Clad  Proof Set 10 coins,Enriched from Firestore
a37b736b-7e6b-4cd4-a3b0-ccbac9381941,2020P,,quarter,uncirculated,,US,,,coins,,,National Park Quarters,Enriched from Firestore
a51a5054-788f-457f-b29f-54d787de7acc,1982S,,5-Coin Proof Set,ch proog 63,,US,,,coins,,,Clad  Proof Set 5 coins,Enriched from Firestore
a6356219-98a3-4f2c-90c8-d51f06d8973b,1936,,Mixed,Circulated,5-Coin Year Set,USA,,,coins,,,Year Sets: America Revisited Selection,Enriched from Firestore
a71c2853-651f-44ec-90d4-36d0e8014b84,,,$500 3rd Bank of the United States,Fine 15,Philadelphia PA Haxby 3-G14,USA,,,coins,PCGS,,American Paper Money Club Selection,Enriched from Firestore
a7e2f803-1ccd-46ea-a7c1-7be33f4ee08b,1981S,,Proof/Mint Set,ch proof 63,,US,,,coins,,,Filled S Proof Set 6 Coins,Enriched from Firestore
a7f0264e-5327-4164-a1ad-1242ec1d129f,,,,Ungraded,,US,,,coins,,,The Celebrating America Coin Collection,Enriched from Firestore
aa9be0fd-f8a2-439b-8408-e3611bc85909,2024,,$1,,Texas,USA,,346862,coins,,,The Statehood Innovation Dollar Coin Collection,Enriched from Firestore
aba9c78e-dd1f-4c6d-b141-5ad291ffdebe,1956,,5-Coin Set,Circulated,,USA,,,coins,,,Time Capsule Year Set,Enriched from Firestore
abde55bf-a51a-49be-a344-303d271e3cf1,2021P,,Quarter,uncirculated,,US,,,coins,,,Washington Crossing the Delaware,Enriched from Firestore
ac023324-941d-4407-9ba6-823f7cf84f94,2018-20,,,uncirculated,,US,,,coins,,,Complete 50 Native American Quarters and folder,Enriched from Firestore
ac6bb748-b5e9-46e2-b37f-06c67b56bb20,1977S,,Proof/Mint Set,ch proog 63,,US,,,coins,,,Clad  Proof Set 6 coins,Enriched from Firestore
acdfa271-9d92-428f-8625-8d7d2adf08ac,2018-20,,,circulated,,US,,,coins,,,41 Native American quarters and folder,Enriched from Firestore
ad75b6a4-88e7-46e8-b6fd-df50a0b957a2,2019P,,quarter,uncirculated,,US,,,coins,,,National Park Quarters,Enriched from Firestore
ae6dd0e8-5f2c-4a49-9b70-01f05e35c9d4,,,,,Shipment # 7,USA,,,coins,,,The World War II U.S. Coin Collection,Enriched from Firestore
ae6e1169-6e44-4504-beb0-31d437f08bd7,2024,,$1,,Arkansas,USA,,346862,coins,,,The Statehood Innovation Dollar Coin Collection,Enriched from Firestore
b25c8741-0651-4791-91d7-bcc644100337,2024,,Dollar,,Arkansas,USA,,374002,coins,,,Statehood Innovation Dollar Coin Collection,Enriched from Firestore
b2cffe39-88c2-4dd6-b09b-cff247e99883,2009S,,Proof/Mint Set,ch proof 63,,US,,,coins,,,Clad US Mint Proof set 18 coins,Enriched from Firestore
b3adf0c3-5c6b-4a65-892a-accf5bc3c813,2002S,,10-Coin Proof Set,ch proof 63,,US,,,coins,,,Clad Proof Set 10 Coins,Enriched from Firestore
b4024931-11e2-4f84-b297-c30293873752,,,Dime,average circ,,US,,,coins,,,Mercury Silver Dime PDS Set 3 coins,Enriched from Firestore
b4c8ee37-1d97-4ff3-a9ff-98a7d39265db,Multiple,,Multiple,Ungraded,"Morgan silver dollars (7 1883 coins, 5 1884 coins, 8 1885O coins)",,,,coins,,,Morgan Silver Dollar Set,Enriched from Firestore
b4ed25aa-ce68-4fd5-a7d8-b4b997d144dd,1908,S,,Very Good,,US,,,coins,,,,Enriched from Firestore
b63a6b75-4fe3-41fc-a5d2-0bb2110745bf,2024,,$1,,Missouri,USA,,346862,coins,,,The Statehood Innovation Dollar Coin Collection,Enriched from Firestore
b7b05393-971d-481a-90d7-b5e889b287d4,1951,,5-Coin Set,Circulated,,USA,,,coins,,,Time Capsule Year Set,Enriched from Firestore
b80b5d47-6147-445e-83a8-c40c2e096903,1893,,,Average Circulated,,US,,,coins,,,,Enriched from Firestore
b89c6024-4454-4083-9719-4fc235300fed,1907,,$5 Legal Tender Note,Fine/Very Fine,Large Size,USA,,,coins,PMG,,American Paper Money Club,Enriched from Firestore
b97b09d3-c61a-482b-9311-63cf8cbeac7f,2008S,,14-Coin Proof Set,ch proof 63,,US,,,coins,,,Clad Proof Set 14 coins,Enriched from Firestore
bb8e982d-39b5-4616-bcce-6d5f283be3de,,,$500,Fine 15,3rd Bank of the United States Philadelphia PA,USA,Haxby 3-G14,,coins,PCGS,,American Paper Money Club,Enriched from Firestore
bc6487c3-baef-4e4b-b789-59802b29d672,1967,,Proof/Mint Set,uncirculated,,US,,,coins,,,Special Mint Set hard holder,Enriched from Firestore
bd3ae2cc-9632-4b12-8f98-d27455af431e,1941-45,,,average circ,,US,,,coins,,,World War II Coin collection,Enriched from Firestore
be97654e-f07d-4c4d-aeca-43523b4e3d3b,1921,,Dollar,Ungraded,,US,,72404,coins,,,Peace Dollar,Enriched from Firestore
bf4154b9-1542-420e-b20e-3a0b11340ad3,1963,A,$1 Federal Reserve Note,Crisp Uncirculated,Federal Reserve Note,USA,,,coins,,,American Paper Money Club Selection,Enriched from Firestore
c02e6065-8e88-46a7-b1f0-f79714c14ae5,,D,Dime,Uncirculated,,US,,,coins,,,Historic U.S. Silver Coins,Enriched from Firestore
c0699946-4625-46ef-ad1e-32dec04f60f9,2004S,,Proof/Mint Set,ch proog 63,,US,,,coins,,,Clad  Proof Set 11 coins,Enriched from Firestore
c0f3e041-8454-47f0-9a23-2b4b7f745cbf,1937-2004,,Five Cents,,Shipment 1,USA,,,coins,,,The U.S. Nickel Collection,Enriched from Firestore
c10f3083-3a74-4996-99eb-bf897215636d,1963,,$1 Federal Reserve Note,Crisp Uncirculated,Federal Reserve Note,USA,,,coins,,,American Paper Money Club Selection,Enriched from Firestore
c3439d5a-b9c2-497f-a6ac-21a32bc94821,2016S,,Proof/Mint Set,ch proog 63,,US,,,coins,,,Clad  Proof Set 13 coins,Enriched from Firestore
c4c98dbf-920d-4680-8456-9e5ce003f3de,1900-2014,,Five Cents,Unknown,Shipment 14,USA,,,coins,,,The U.S. Nickel Collection,Enriched from Firestore
c5244bae-0f9c-460b-b86b-4ee9b58e1798,1942,,Coin Set,Ungraded,,US,,,coins,,,Birth Year Coin and Silver Commemorative Set,Enriched from Firestore
c5f7f111-2786-4ecd-9dd1-6afa958d7bbc,,,,Ungraded,,US,,,coins,,,,Enriched from Firestore
c5f8c830-58bf-4d28-88dc-42ea11cb5a56,1862,,$3 State Note,Crisp Unused,Jefferson City,USA,,,coins,,,State of Missouri Note,Enriched from Firestore
c67a8010-df43-4097-934f-8ad2354594e5,2024,D,Proof/Mint Set,Uncirculated,2024 Denver Mint Panel,USA,,,coins,,,U.S. Uncirculated Coin Mint Sets,Enriched from Firestore
c6f6b9b9-696c-4fc0-826a-7c0cd4dc427b,2021S,,Quarter,proof,,US,,,coins,,,Washington Crossing the Delaware,Enriched from Firestore
c6f793ce-d6b4-4f74-b39e-244cd5c273e3,1934,A,$10 Federal Reserve Note,Fine,Federal Reserve Note,USA,,,coins,,,American Paper Money Club Selection,Enriched from Firestore
c741c2da-410a-48a0-9288-f5080eeee287,1970,,Mixed,Uncirculated,5-Coin Year Set,USA,,,coins,,,Year Sets: America Revisited Selection,Enriched from Firestore
c88df2f6-830f-4246-8dea-db43d5c47c42,,,,,,US,,,coins,,,George Washimgtom Coin Note and stamp set,Enriched from Firestore
c8f6721d-d259-4fa3-8588-2b8b04637fa2,1935,,,Circulated,5-Coin Time Capsule Year Set,USA,,,coins,,,America Revisited Selection,Enriched from Firestore
c96760a1-0988-4192-8d6e-a39593c598bb,,,$25,MS-65,,US,,,coins,NGC,,American Gold Eagle,Enriched from Firestore
ca1ce9fb-ed56-4ddf-849c-d18398b3a332,1883,,$1.0,NGC MS63,,,,,coins,,,Morgan Dollar Series,Enriched from Firestore
cad31f3d-3385-4923-b5b4-60f1c260290b,1979-99,,,uncirculated,,US,,,coins,,,Susan B. Anthony 4 coin Year Set,Enriched from Firestore
cb23c3dd-b320-4b2f-8c4b-30750587340d,2017S,,10-Coin Proof Set,ch proof 63,,US,,,coins,,,Clad Proof Set 10 coins,Enriched from Firestore
cb631b12-8aa5-4889-ba31-9defe96f50f9,,,Five Cents,,Shipment 14,USA,,,coins,,,The U.S. Nickel Collection,Enriched from Firestore
cdd279a3-9722-443f-bf12-00691a81a70e,1935-2006,,Five Cents,,Shipment 2,USA,,,coins,,,The U.S. Nickel Collection,Enriched from Firestore
cfb0ba60-51eb-43f5-8f11-9d0b9dacef5a,,,,average circ,,US,,,coins,,,50 bank notes from 50 countries with chart,Enriched from Firestore
d1eff7aa-7484-4297-94fd-8675609d6ccb,1985S,,5-Coin Proof Set,ch proog 63,,US,,,coins,,,Clad  Proof Set 5 coins,Enriched from Firestore
d32e2153-6e7e-448b-a990-dc15f52492f7,1935,,Various,Circulated,America Revisited Selection,USA,,,coins,,,Time Capsule Year Set,Enriched from Firestore
d37df64c-0498-4373-9366-40ab847dffeb,1924-2003,,Five Cents,,Shipment 9,USA,,,coins,,,The U.S. Nickel Collection,Enriched from Firestore
d4acddfd-a46c-478e-b836-16f4616ce4f4,1954,,,Circulated,Time Capsule Year Set,USA,,,coins,,,America Revisited Selection,Enriched from Firestore
d4e5d1f8-a9ee-440a-9df3-308516adc979,1869-1875,,15C Fractional Currency,Extra Fine,,USA,,,coins,,,Fractional Currency,Enriched from Firestore
d558dc75-35f4-40a1-8085-e340bf78cf0a,1945,,,Circulated,Time Capsule Year Set,USA,,,coins,,,America Revisited Selection,Enriched from Firestore
d5a48ef2-dad4-45af-bd1b-b816f6077ce4,2018,,US Coin Set,Uncirculated,Hawaiians,US,,,coins,,,Jamul Indian Coin Set,Enriched from Firestore
d6fa0ed7-ef8f-4161-beb6-3c64963fabbf,2018-20,,,uncirculated,,US,,,coins,,,P&D American Innovation set (18),Enriched from Firestore
d77e90b2-ad96-4f45-9fb9-2c4658e489ca,1826,,$20 Obsolete Note,Extremely Fine or Better,New York Marble Manufacturing NY-1705-G20,USA,,,coins,,,American Paper Money Club Selection,Enriched from Firestore
d7844735-849e-4484-a30a-9a1773b32bdf,1942,,Birth Year Set,,1942 Birth Yr Coin and Silver Comm. Set,USA,,,coins,,,Birth Year Set,Enriched from Firestore
d795e958-f37b-4c25-b2e1-5e49ece223ea,,,$1 Indian Territory Note,Crisp Unused,"Lutie, Oklahoma",USA,,,coins,,,American Paper Money Club Selection,Enriched from Firestore
d83f9c09-3920-419b-bffb-fa10e03e7b49,1937,,5-Coin Set,Circulated,,USA,,,coins,,,Time Capsule Year Set,Enriched from Firestore
d8d5119b-e495-4f22-a581-dc117106c382,1780,,$7,Extremely Fine or Better,Massachusetts Colonial Currency Hole Cancelled,USA,Hole Cancelled,,coins,,,USA Invoice Import,Enriched from Firestore
da111260-8682-4c4c-b2aa-21be2d50a6ab,1999-2010,,Quarter,Uncirculated,,,,,coins,,,Washington Silver Quarter,Enriched from Firestore
da9f6104-d828-4ca1-bb39-2c57103a61c3,19th Century,,Obsolete Currency,,Obsolete Currency,USA,,,coins,,,American Paper Money Club Selection,Enriched from Firestore
dbaced33-6b8a-409a-b312-07d9d5702cd6,2021S,,Proof/Mint Set,ch proof 63,,US,,,coins,,,Clad Silver Proof Set 7 coins,Enriched from Firestore
dbb983cb-5555-42bb-965e-4128571a6b39,1964,,5-Coin Proof Set,ch prood 63,,US,,,coins,,,silver proof set 5 coins,Enriched from Firestore
dc8f1ef4-2109-44ef-a611-daa001bc3e5b,1888,,,Extremely Fine,,US,,,coins,,,,Enriched from Firestore
dd0ac440-13bd-4c75-8f35-420251a21ae8,2016S,,quarter,uncirculated,,US,,,coins,,,National Park Quarters,Enriched from Firestore
dd51e623-ff37-449f-840c-fdf009fd7b2d,2018,,,Uncirculated,Hawaiians,USA,,,coins,,,Jamul Indian Nation,Enriched from Firestore
ddef7b0f-f7a2-4576-b8c4-6d13f3e09406,2019D,,quarter,uncirculated,,US,,,coins,,,National Park Quarters,Enriched from Firestore
ddfff604-7593-4b45-bc60-0e4edbb4a6db,1969,,$1 Federal Reserve Note,Choice Crisp,Federal Reserve Note,USA,,,coins,,,American Paper Money Club Selection,Enriched from Firestore
e092deda-7caa-4017-8b73-b99afb30fc5b,1868,,,Very Fine,,US,,,coins,,,,Enriched from Firestore
e23917f1-c1e6-46f6-97cd-0f01c9f15fce,1949,,,Circulated,America Revisited Selection,USA,,,coins,,,Time Capsule Year Set,Enriched from Firestore
e4f9f113-3654-4a9e-9ef7-a2e61dc15058,2017S,,quarter,uncirculated,,US,,,coins,,,National Park Quarters,Enriched from Firestore
e51474e4-40e0-4e8b-99af-4a488f7bb392,1934,,5-Coin Set,Circulated,AMERICA REVISITED SELECTION,USA,,,coins,,,Time Capsule Year Set,Enriched from Firestore
e5a28f71-fbed-420e-bbd5-6e3a75ee3667,multiple,,1 cent,Ungraded,,USA,,,coins,,,Wheat Cents,Enriched from Firestore
e60c1194-7477-4037-8929-f5a778580f53,1879,,,Very Fine,,US,,,coins,,,,Enriched from Firestore
e663e1a4-3c6e-49c9-a390-224840809a27,1925-1998,,Five Cents,,Shipment 23,USA,,,coins,,,The U.S. Nickel Collection,Enriched from Firestore
e6c3cdb3-1992-44a8-96b4-a9e42b9be920,1965,,Proof/Mint Set,uncirculated,,US,,,coins,,,Special Mint Set soft holder,Enriched from Firestore
e7156e0d-94ac-4694-82c9-73424aab927d,2021P,,quarter,uncirculated,,US,,,coins,,,National Park Quarters,Enriched from Firestore
e78ec90c-534f-40fc-87ad-aebfc06ed5df,1934,A,$10,Fine,Federal Reserve Note,USA,,,coins,,,American Paper Money Club Selection,Enriched from Firestore
e8356cde-97ea-4283-93e9-b7d997269730,2001S,,10-Coin Proof Set,ch proof 63,,US,,,coins,,,Silver Proof set 10 coins,Enriched from Firestore
e914d030-594e-4715-91a1-9b26d3820c58,1987S,,5-Coin Proof Set,ch proof 63,,US,,,coins,,,Clad Proof Set 5 coins,Enriched from Firestore
e9584d04-8ac0-4bd6-a190-d3d4ec961cb6,2017S,,Quarter,uncirculated,,US,,,coins,,,National Park Year Set San Francisco Mint 5 coins,Enriched from Firestore
e95e4757-51cf-4814-847a-7927486501e2,2071,S,Dime,Proof-63,,,,,coins,,,Roosevelt Dimes,Enriched from Firestore
ead1bafc-e4ef-4459-a907-c3483977386d,1880,CC,$1.0,NGC MS64,GSA Hoard VAM-4,,,,coins,,,Morgan Silver Dollar,Enriched from Firestore
eb1510e8-07f6-4ac4-9b00-e43bce8c4f70,2019S,,Proof/Mint Set,ch proof 63,,US,,,coins,,,Clad Proof Set 11 coins,Enriched from Firestore
ebf2f84c-06ff-4dff-a24d-a8909e6d3d72,1864-1869,,50C Fractional Currency,Crisp Unused,Spinner Reverse Red Black Specimen,USA,FR1330,,coins,,,Fractional Currency,Enriched from Firestore
ec2a2127-a7a3-4d4d-b322-9f206b0fe4cb,1865,,,Very Choice Uncirculated,,US,,,coins,,,,Enriched from Firestore
ed7ca15b-e10b-4f6a-bdc4-2e3ab23c394b,11914-16,,Capped Bust Half Dime,average circ,,US,,,coins,,,,Enriched from Firestore
ef4e3c7c-280c-4585-99b8-f684024ade8e,1964,,5-Coin Set,Circulated,Year Set,USA,,,coins,,,Time Capsule Year Set,Enriched from Firestore
ef7980b6-28f8-4b27-a6f1-d9f45bdaec27,2024,,$1,,Alabama,USA,,346862,coins,,,The Statehood Innovation Dollar Coin Collection,Enriched from Firestore
f0b82c55-c8c7-45fc-a40e-3bfdc8f997ab,1976,,$2 Federal Reserve Note,,1st Day of Issue with Stamp,USA,,,coins,,,USA Invoice Import,Enriched from Firestore
f2448d79-5395-4b9b-bf38-f8bc1708ad89,1938,,,Circulated,Time Capsule Year Set,USA,,,coins,,,America Revisited Selection,Enriched from Firestore
f2a232c5-f4ff-47f6-a74d-9a64c2ca307c,1826,,$50 Obsolete Note,Extremely Fine or Better,New York Marble Manufacturing NY-1705-G22,USA,,,coins,,,USA Invoice Import,Enriched from Firestore
f2ee335a-916f-4763-ab63-40be111ccf2d,2025,,Quarter,,J Gordon Low,USA,,376296,coins,,,The Celebrating America Coin Collection,Enriched from Firestore
f51db57a-771d-4b93-8e42-f5b07fc2cbfd,1862,,$3 State of Missouri Note,Crisp Unused,Jefferson City,USA,,,coins,,,USA Invoice Import,Enriched from Firestore
f55555a4-2e15-4551-bba4-a3f03863a97a,1999S,,Proof/Mint Set,ch proog 63,,US,,,coins,,,Clad  Proof Set 9 coins,Enriched from Firestore
f73d776b-98d6-4c5a-b00f-cfb42185cbd4,,,,,Shipment # 3,USA,,,coins,,,The World War II U.S. Coin Collection,Enriched from Firestore
f9036e66-e599-4322-8ecb-71e846bf6771,1780,,$7 Massachusetts Colonial Currency,Extremely Fine or Better,Hole Cancelled,USA,Hole Cancelled,,coins,,,USA Invoice Import,Enriched from Firestore
f931ee39-6d41-4367-9316-9da2c2e4fbc4,1950,,,Circulated,Time Capsule Year Set,USA,,,coins,,,America Revisited Selection,Enriched from Firestore
f96d5100-d91d-4f39-b70f-da00b027ea61,1907,,$5,Fine #2 Quality,Legal Tender Note Large Size,USA,,,coins,,,American Paper Money Club Selection,Enriched from Firestore
fa8be842-f86f-4eb0-af33-99dbea3ac70c,1864-1869,,10C Fractional Currency,Choice Uncirculated 63,,USA,,,coins,PMG,,USA Invoice Import,Enriched from Firestore
fcffa3d4-4dbe-4bf8-aa9c-2f6d48f6a298,1936,,5-Coin Set,Circulated,America Revisited Selection,USA,,,coins,,,Time Capsule Year Set,Enriched from Firestore
fd14d0d4-245b-4cbd-b106-7ef55afe7673,2021D,,Quarter,uncirculated,,US,,,coins,,,Washington Crossing the Delaware,Enriched from Firestore
