id,Year,Mint Mark,Denomination,Condition,Theme/Subject,Country,Variety,PCGS Number
c3439d5a-b9c2-497f-a6ac-21a32bc94821,2016S,,,ch proog 63,,US,,
c4c98dbf-920d-4680-8456-9e5ce003f3de,1900-2014,,Five Cents,Unknown,Shipment 14,USA,,
c5244bae-0f9c-460b-b86b-4ee9b58e1798,1942,,Coin Set,Ungraded,,US,,
c5f7f111-2786-4ecd-9dd1-6afa958d7bbc,,,,Ungraded,,US,,
c5f8c830-58bf-4d28-88dc-42ea11cb5a56,1862,,$3 State Note,Crisp Unused,Jefferson City,USA,,
c67a8010-df43-4097-934f-8ad2354594e5,2024,D,,Uncirculated,2024 Denver Mint Panel,USA,,
c6f6b9b9-696c-4fc0-826a-7c0cd4dc427b,2021S,,,proof,,US,,
c6f793ce-d6b4-4f74-b39e-244cd5c273e3,1934,A,$10 Federal Reserve Note,Fine,Federal Reserve Note,USA,,
c741c2da-410a-48a0-9288-f5080eeee287,1970,,Mixed,Uncirculated,5-Coin Year Set,USA,,
c88df2f6-830f-4246-8dea-db43d5c47c42,,,,,,US,,
c8f6721d-d259-4fa3-8588-2b8b04637fa2,1935,,,Circulated,5-Coin Time Capsule Year Set,USA,,
c96760a1-0988-4192-8d6e-a39593c598bb,,,$25,MS-65,,US,,
ca1ce9fb-ed56-4ddf-849c-d18398b3a332,1883,,$1.0,NGC MS63,,,,
cad31f3d-3385-4923-b5b4-60f1c260290b,1979-99,,,uncirculated,,US,,
cb23c3dd-b320-4b2f-8c4b-30750587340d,2017S,,,ch proof 63,,US,,
cb631b12-8aa5-4889-ba31-9defe96f50f9,,,Five Cents,,Shipment 14,USA,,
cdd279a3-9722-443f-bf12-00691a81a70e,1935-2006,,Five Cents,,Shipment 2,USA,,
cfb0ba60-51eb-43f5-8f11-9d0b9dacef5a,,,,average circ,,US,,
d1eff7aa-7484-4297-94fd-8675609d6ccb,1985S,,,ch proog 63,,US,,
d32e2153-6e7e-448b-a990-dc15f52492f7,1935,,Various,Circulated,America Revisited Selection,USA,,
d37df64c-0498-4373-9366-40ab847dffeb,1924-2003,,Five Cents,,Shipment 9,USA,,
d4acddfd-a46c-478e-b836-16f4616ce4f4,1954,,,Circulated,Time Capsule Year Set,USA,,
d4e5d1f8-a9ee-440a-9df3-308516adc979,1869-1875,,15C Fractional Currency,Extra Fine,,USA,,
d558dc75-35f4-40a1-8085-e340bf78cf0a,1945,,,Circulated,Time Capsule Year Set,USA,,
d5a48ef2-dad4-45af-bd1b-b816f6077ce4,2018,,US Coin Set,Uncirculated,Hawaiians,US,,
d6fa0ed7-ef8f-4161-beb6-3c64963fabbf,2018-20,,,uncirculated,,US,,
d77e90b2-ad96-4f45-9fb9-2c4658e489ca,1826,,$20 Obsolete Note,Extremely Fine or Better,New York Marble Manufacturing NY-1705-G20,USA,,
d7844735-849e-4484-a30a-9a1773b32bdf,1942,,Birth Year Set,,1942 Birth Yr Coin and Silver Comm. Set,USA,,
d795e958-f37b-4c25-b2e1-5e49ece223ea,,,$1 Indian Territory Note,Crisp Unused,"Lutie, Oklahoma",USA,,
d83f9c09-3920-419b-bffb-fa10e03e7b49,1937,,5-Coin Set,Circulated,,USA,,
d8d5119b-e495-4f22-a581-dc117106c382,1780,,$7,Extremely Fine or Better,Massachusetts Colonial Currency Hole Cancelled,USA,Hole Cancelled,
da111260-8682-4c4c-b2aa-21be2d50a6ab,1999-2010,,Quarter,Uncirculated,,,,
da9f6104-d828-4ca1-bb39-2c57103a61c3,19th Century,,Obsolete Currency,,Obsolete Currency,USA,,
dbaced33-6b8a-409a-b312-07d9d5702cd6,2021S,,,ch proof 63,,US,,
dbb983cb-5555-42bb-965e-4128571a6b39,1964,,,ch prood 63,,US,,
dc8f1ef4-2109-44ef-a611-daa001bc3e5b,1888,,,Extremely Fine,,US,,
dd0ac440-13bd-4c75-8f35-420251a21ae8,2016S,,quarter,uncirculated,,US,,
dd51e623-ff37-449f-840c-fdf009fd7b2d,2018,,,Uncirculated,Hawaiians,USA,,
ddef7b0f-f7a2-4576-b8c4-6d13f3e09406,2019D,,quarter,uncirculated,,US,,
ddfff604-7593-4b45-bc60-0e4edbb4a6db,1969,,$1 Federal Reserve Note,Choice Crisp,Federal Reserve Note,USA,,
e092deda-7caa-4017-8b73-b99afb30fc5b,1868,,,Very Fine,,US,,
e23917f1-c1e6-46f6-97cd-0f01c9f15fce,1949,,,Circulated,America Revisited Selection,USA,,
e4f9f113-3654-4a9e-9ef7-a2e61dc15058,2017S,,quarter,uncirculated,,US,,
e51474e4-40e0-4e8b-99af-4a488f7bb392,1934,,5-Coin Set,Circulated,AMERICA REVISITED SELECTION,USA,,
e5a28f71-fbed-420e-bbd5-6e3a75ee3667,multiple,,1 cent,Ungraded,,USA,,
e60c1194-7477-4037-8929-f5a778580f53,1879,,,Very Fine,,US,,
e663e1a4-3c6e-49c9-a390-224840809a27,1925-1998,,Five Cents,,Shipment 23,USA,,
e6c3cdb3-1992-44a8-96b4-a9e42b9be920,1965,,,uncirculated,,US,,
e7156e0d-94ac-4694-82c9-73424aab927d,2021P,,quarter,uncirculated,,US,,
e78ec90c-534f-40fc-87ad-aebfc06ed5df,1934,A,$10,Fine,Federal Reserve Note,USA,,
e8356cde-97ea-4283-93e9-b7d997269730,2001S,,,ch proof 63,,US,,
e914d030-594e-4715-91a1-9b26d3820c58,1987S,,,ch proof 63,,US,,
e9584d04-8ac0-4bd6-a190-d3d4ec961cb6,2017S,,,uncirculated,,US,,
e95e4757-51cf-4814-847a-7927486501e2,2071,S,Dime,Proof-63,,,,
ead1bafc-e4ef-4459-a907-c3483977386d,1880,CC,$1.0,NGC MS64,GSA Hoard VAM-4,,,
eb1510e8-07f6-4ac4-9b00-e43bce8c4f70,2019S,,,ch proof 63,,US,,
ebf2f84c-06ff-4dff-a24d-a8909e6d3d72,1864-1869,,50C Fractional Currency,Crisp Unused,Spinner Reverse Red Black Specimen,USA,FR1330,
ec2a2127-a7a3-4d4d-b322-9f206b0fe4cb,1865,,,Very Choice Uncirculated,,US,,
ed7ca15b-e10b-4f6a-bdc4-2e3ab23c394b,11914-16,,Capped Bust Half Dime,average circ,,US,,
ef4e3c7c-280c-4585-99b8-f684024ade8e,1964,,5-Coin Set,Circulated,Year Set,USA,,
ef7980b6-28f8-4b27-a6f1-d9f45bdaec27,,,$1,,Alabama,USA,,
f0b82c55-c8c7-45fc-a40e-3bfdc8f997ab,1976,,$2 Federal Reserve Note,,1st Day of Issue with Stamp,USA,,
f2448d79-5395-4b9b-bf38-f8bc1708ad89,1938,,,Circulated,Time Capsule Year Set,USA,,
f2a232c5-f4ff-47f6-a74d-9a64c2ca307c,1826,,$50 Obsolete Note,Extremely Fine or Better,New York Marble Manufacturing NY-1705-G22,USA,,
f2ee335a-916f-4763-ab63-40be111ccf2d,,,,,J Gordon Low,USA,,
f51db57a-771d-4b93-8e42-f5b07fc2cbfd,1862,,$3 State of Missouri Note,Crisp Unused,Jefferson City,USA,,
f55555a4-2e15-4551-bba4-a3f03863a97a,1999S,,,ch proog 63,,US,,
f73d776b-98d6-4c5a-b00f-cfb42185cbd4,,,,,Shipment # 3,USA,,
f9036e66-e599-4322-8ecb-71e846bf6771,1780,,$7 Massachusetts Colonial Currency,Extremely Fine or Better,Hole Cancelled,USA,Hole Cancelled,
f931ee39-6d41-4367-9316-9da2c2e4fbc4,1950,,,Circulated,Time Capsule Year Set,USA,,
f96d5100-d91d-4f39-b70f-da00b027ea61,1907,,$5,Fine #2 Quality,Legal Tender Note Large Size,USA,,
fa8be842-f86f-4eb0-af33-99dbea3ac70c,1864-1869,,10C Fractional Currency,Choice Uncirculated 63,,USA,,
fcffa3d4-4dbe-4bf8-aa9c-2f6d48f6a298,1936,,5-Coin Set,Circulated,America Revisited Selection,USA,,
fd14d0d4-245b-4cbd-b106-7ef55afe7673,2021D,,,uncirculated,,US,,
fd3c9cde-26d5-4256-99ce-a03b27f20329,,,,Ungraded,Celebrating America,US,,
fd921ba5-a126-4394-87f3-942ab6df3cae,1871,,,Good,,US,,
fe0d64d5-5746-4372-897f-4b2c67e17dc7,1903-1991,,Five Cents,,Shipment 16,USA,,
