"Name","RelPath"
"1993-bill-of-rights-clad-half-dollar-obverse-2000x2000.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1993-bill-of-rights-clad-half-dollar-obverse-2000x2000.jpg"
"1993-bill-of-rights-clad-half-dollar-reverse-2000x2000.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1993-bill-of-rights-clad-half-dollar-reverse-2000x2000.jpg"
"1993-bill-of-rights-gold-coin-obverse-2000x2000.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1993-bill-of-rights-gold-coin-obverse-2000x2000.jpg"
"1993-bill-of-rights-gold-coin-reverse-2000x2000.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1993-bill-of-rights-gold-coin-reverse-2000x2000.jpg"
"1993-bill-of-rights-silver-dollar-obverse-2000x2000.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1993-bill-of-rights-silver-dollar-obverse-2000x2000.jpg"
"1993-bill-of-rights-silver-dollar-reverse-2000x2000.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1993-bill-of-rights-silver-dollar-reverse-2000x2000.jpg"
"1993-thomas-jefferson-two-hundred-fiftieth-anniversary-silver-dollar-obverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1993-thomas-jefferson-two-hundred-fiftieth-anniversary-silver-dollar-obverse.jpg"
"1993-thomas-jefferson-two-hundred-fiftieth-anniversary-silver-dollar-reverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1993-thomas-jefferson-two-hundred-fiftieth-anniversary-silver-dollar-reverse.jpg"
"1993-world-war-ii-silver-dollar-obverse-2000x2000.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1993-world-war-ii-silver-dollar-obverse-2000x2000.jpg"
"1993-world-war-ii-silver-dollar-reverse-2000x2000.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1993-world-war-ii-silver-dollar-reverse-2000x2000.jpg"
"1994-capitol-commemorative-obverse2000x2000.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1994-capitol-commemorative-obverse2000x2000.jpg"
"1994-capitol-commemorative-reverse2000x2000.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1994-capitol-commemorative-reverse2000x2000.jpg"
"1994-united-states-prisoner-of-war-commemorative-silver-one-dollar-proof-obverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1994-united-states-prisoner-of-war-commemorative-silver-one-dollar-proof-obverse.jpg"
"1994-united-states-prisoner-of-war-commemorative-silver-one-dollar-proof-reverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1994-united-states-prisoner-of-war-commemorative-silver-one-dollar-proof-reverse.jpg"
"1994-vietnam-veterans-war-memorial-commemorative-silver-dollar-proof-obverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1994-vietnam-veterans-war-memorial-commemorative-silver-dollar-proof-obverse.jpg"
"1994-vietnam-veterans-war-memorial-commemorative-silver-dollar-proof-reverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1994-vietnam-veterans-war-memorial-commemorative-silver-dollar-proof-reverse.jpg"
"1994-women-in-military-service-for-america-commemorative-silver-one-dollar-proof-obverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1994-women-in-military-service-for-america-commemorative-silver-one-dollar-proof-obverse.jpg"
"1994-women-in-military-service-for-america-commemorative-silver-one-dollar-proof-reverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1994-women-in-military-service-for-america-commemorative-silver-one-dollar-proof-reverse.jpg"
"1994-World-Cup-Five-Dollar-Gold-Proof-Obverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1994-World-Cup-Five-Dollar-Gold-Proof-Obverse.jpg"
"1994-World-Cup-Five-Dollar-Gold-Proof-Reverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1994-World-Cup-Five-Dollar-Gold-Proof-Reverse.jpg"
"1994-World-Cup-Half-Dollar-Proof-Obverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1994-World-Cup-Half-Dollar-Proof-Obverse.jpg"
"1994-World-Cup-Half-Dollar-Proof-Reverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1994-World-Cup-Half-Dollar-Proof-Reverse.jpg"
"1994-World-Cup-Silver-Dollar-Proof-Obverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1994-World-Cup-Silver-Dollar-Proof-Obverse.jpg"
"1994-World-Cup-Silver-Dollar-Proof-Obverse.jpg","US Mint\Bulk_Scrape\Commemoratives\1994-World-Cup-Silver-Dollar-Proof-Obverse.jpg"
"1994-World-Cup-Silver-Dollar-Proof-Reverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1994-World-Cup-Silver-Dollar-Proof-Reverse.jpg"
"1995-Centennial-Olympics-Cycling-Dollar-Obverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1995-Centennial-Olympics-Cycling-Dollar-Obverse.jpg"
"1995-Centennial-Olympics-Cycling-Dollar-Reverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1995-Centennial-Olympics-Cycling-Dollar-Reverse.jpg"
"1995-Centennial-Olympics-Gymnastics-Dollar-Obverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1995-Centennial-Olympics-Gymnastics-Dollar-Obverse.jpg"
"1995-Centennial-Olympics-Gymnastics-Dollar-Reverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1995-Centennial-Olympics-Gymnastics-Dollar-Reverse.jpg"
"1995-Centennial-Olympics-Paralympics-Dollar-Obverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1995-Centennial-Olympics-Paralympics-Dollar-Obverse.jpg"
"1995-Centennial-Olympics-Paralympics-Dollar-Reverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1995-Centennial-Olympics-Paralympics-Dollar-Reverse.jpg"
"1995-Centennial-Olympics-Stadium-5-Obverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1995-Centennial-Olympics-Stadium-5-Obverse.jpg"
"1995-Centennial-Olympics-Stadium-5-Reverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1995-Centennial-Olympics-Stadium-5-Reverse.jpg"
"1995-Centennial-Olympics-Torch-5-Obverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1995-Centennial-Olympics-Torch-5-Obverse.jpg"
"1995-Centennial-Olympics-Torch-5-Reverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1995-Centennial-Olympics-Torch-5-Reverse.jpg"
"1995-Centennial-Olympics-TrackField-Obverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1995-Centennial-Olympics-TrackField-Obverse.jpg"
"1995-Centennial-Olympics-TrackField-Reverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1995-Centennial-Olympics-TrackField-Reverse.jpg"
"1995-civil-war-battlefield-commemorative-clad-half-dollar-uncirculated-obverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1995-civil-war-battlefield-commemorative-clad-half-dollar-uncirculated-obverse.jpg"
"1995-civil-war-battlefield-commemorative-clad-half-dollar-uncirculated-reverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1995-civil-war-battlefield-commemorative-clad-half-dollar-uncirculated-reverse.jpg"
"1995-civil-war-battlefield-commemorative-gold-five-dollar-uncirculated-obverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1995-civil-war-battlefield-commemorative-gold-five-dollar-uncirculated-obverse.jpg"
"1995-civil-war-battlefield-commemorative-gold-five-dollar-uncirculated-reverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1995-civil-war-battlefield-commemorative-gold-five-dollar-uncirculated-reverse.jpg"
"1995-civil-war-battlefield-silver-dollar-proof-obverse-1200x1200.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1995-civil-war-battlefield-silver-dollar-proof-obverse-1200x1200.jpg"
"1995-civil-war-battlefield-silver-dollar-proof-reverse-1200x1200.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1995-civil-war-battlefield-silver-dollar-proof-reverse-1200x1200.jpg"
"1995-Olympics-Basketball-Half-Dollar-Obverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1995-Olympics-Basketball-Half-Dollar-Obverse.jpg"
"1995-Olympics-Basketball-Half-Dollar-Reverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1995-Olympics-Basketball-Half-Dollar-Reverse.jpg"
"1995-special-olympics-world-games-commemorative-silver-one-dollar-proof-obverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1995-special-olympics-world-games-commemorative-silver-one-dollar-proof-obverse.jpg"
"1995-special-olympics-world-games-commemorative-silver-one-dollar-proof-reverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1995-special-olympics-world-games-commemorative-silver-one-dollar-proof-reverse.jpg"
"1996-national-community-service-proof-obverse800x800.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1996-national-community-service-proof-obverse800x800.jpg"
"1996-national-community-service-proof-reverse800x800.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1996-national-community-service-proof-reverse800x800.jpg"
"1996-Olympics-Baseball-Half-Dollar-Obverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1996-Olympics-Baseball-Half-Dollar-Obverse.jpg"
"1996-Olympics-Baseball-Half-Dollar-Reverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1996-Olympics-Baseball-Half-Dollar-Reverse.jpg"
"1996-olympics-cauldron-gold-five-dollar-proof-obverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1996-olympics-cauldron-gold-five-dollar-proof-obverse.jpg"
"1996-olympics-cauldron-gold-five-dollar-proof-reverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1996-olympics-cauldron-gold-five-dollar-proof-reverse.jpg"
"1996-Olympics-Flag-Bearer-Gold-Coin-Obverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1996-Olympics-Flag-Bearer-Gold-Coin-Obverse.jpg"
"1996-Olympics-Flag-Bearer-Gold-Coin-Reverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1996-Olympics-Flag-Bearer-Gold-Coin-Reverse.jpg"
"1996-Olympics-High-Jump-Silver-Dollar-Obverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1996-Olympics-High-Jump-Silver-Dollar-Obverse.jpg"
"1996-Olympics-High-Jump-Silver-Dollar-Reverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1996-Olympics-High-Jump-Silver-Dollar-Reverse.jpg"
"1996-Olympics-Paralympics-Silver-Dollar-Obverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1996-Olympics-Paralympics-Silver-Dollar-Obverse.jpg"
"1996-Olympics-Paralympics-Silver-Dollar-Reverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1996-Olympics-Paralympics-Silver-Dollar-Reverse.jpg"
"1996-Olympics-Rowing-Silver-Dollar-Obverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1996-Olympics-Rowing-Silver-Dollar-Obverse.jpg"
"1996-Olympics-Rowing-Silver-Dollar-Reverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1996-Olympics-Rowing-Silver-Dollar-Reverse.jpg"
"1996-Olympics-Soccer-Half-Dollar-Obverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1996-Olympics-Soccer-Half-Dollar-Obverse.jpg"
"1996-Olympics-Soccer-Half-Dollar-Reverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1996-Olympics-Soccer-Half-Dollar-Reverse.jpg"
"1996-Olympics-Swimming-Half-Dollar-Obverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1996-Olympics-Swimming-Half-Dollar-Obverse.jpg"
"1996-Olympics-Swimming-Half-Dollar-Reverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1996-Olympics-Swimming-Half-Dollar-Reverse.jpg"
"1996-Olympics-Tennis-Silver-Dollar-Obverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1996-Olympics-Tennis-Silver-Dollar-Obverse.jpg"
"1996-Olympics-Tennis-Silver-Dollar-Reverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1996-Olympics-Tennis-Silver-Dollar-Reverse.jpg"
"1996-smithsonian-institution-commemorative-gold-five-dollar-proof-obverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1996-smithsonian-institution-commemorative-gold-five-dollar-proof-obverse.jpg"
"1996-smithsonian-institution-commemorative-gold-five-dollar-proof-reverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1996-smithsonian-institution-commemorative-gold-five-dollar-proof-reverse.jpg"
"1996-smithsonian-institution-commemorative-silver-one-dollar-proof-obverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1996-smithsonian-institution-commemorative-silver-one-dollar-proof-obverse.jpg"
"1996-smithsonian-institution-commemorative-silver-one-dollar-proof-reverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1996-smithsonian-institution-commemorative-silver-one-dollar-proof-reverse.jpg"
"1997-franklin-delano-roosevelt-commemorative-gold-five-dollar-proof-obverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1997-franklin-delano-roosevelt-commemorative-gold-five-dollar-proof-obverse.jpg"
"1997-franklin-delano-roosevelt-commemorative-gold-five-dollar-proof-reverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1997-franklin-delano-roosevelt-commemorative-gold-five-dollar-proof-reverse.jpg"
"1997-jackie-robinson-commemorative-silver-dollar-proof-obverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1997-jackie-robinson-commemorative-silver-dollar-proof-obverse.jpg"
"1997-jackie-robinson-gold-obverse-2000x2000.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1997-jackie-robinson-gold-obverse-2000x2000.jpg"
"1997-law-enforcemential-officers-memorial-commemorative-silver-one-dollar-proof-obverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1997-law-enforcemential-officers-memorial-commemorative-silver-one-dollar-proof-obverse.jpg"
"1997-law-enforcemential-officers-memorial-commemorative-silver-one-dollar-proof-reverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1997-law-enforcemential-officers-memorial-commemorative-silver-one-dollar-proof-reverse.jpg"
"1997-platinum-proof-obverse.jpg","US Mint\Bulk_Scrape\American_Eagle\1997-platinum-proof-obverse.jpg"
"1997-united-states-botanic-garden-commemorative-silver-one-dollar-proof-obverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1997-united-states-botanic-garden-commemorative-silver-one-dollar-proof-obverse.jpg"
"1997-united-states-botanic-garden-commemorative-silver-one-dollar-proof-reverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1997-united-states-botanic-garden-commemorative-silver-one-dollar-proof-reverse.jpg"
"1998-american-eagle-platinum-proof-coin-reverse.jpg","US Mint\Bulk_Scrape\American_Eagle\1998-american-eagle-platinum-proof-coin-reverse.jpg"
"1998-black-patriots-commem-obverse1000x1000.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1998-black-patriots-commem-obverse1000x1000.jpg"
"1998-black-patriots-commem-reverse1000x1000.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1998-black-patriots-commem-reverse1000x1000.jpg"
"1998-robert-francis-kennedy-commemorative-silver-one-dollar-uncirculated-obverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1998-robert-francis-kennedy-commemorative-silver-one-dollar-uncirculated-obverse.jpg"
"1998-robert-francis-kennedy-commemorative-silver-one-dollar-uncirculated-reverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1998-robert-francis-kennedy-commemorative-silver-one-dollar-uncirculated-reverse.jpg"
"1999-50-state-quarters-coin-connecticut-uncirculated-reverse.jpg","US Mint\Bulk_Scrape\1999-50-state-quarters-coin-connecticut-uncirculated-reverse.jpg"
"1999-50-state-quarters-coin-delaware-uncirculated-reverse.jpg","US Mint\Bulk_Scrape\1999-50-state-quarters-coin-delaware-uncirculated-reverse.jpg"
"1999-50-state-quarters-coin-georgia-uncirculated-reverse.jpg","US Mint\Bulk_Scrape\1999-50-state-quarters-coin-georgia-uncirculated-reverse.jpg"
"1999-50-state-quarters-coin-new-jersey-uncirculated-reverse.jpg","US Mint\Bulk_Scrape\1999-50-state-quarters-coin-new-jersey-uncirculated-reverse.jpg"
"1999-50-state-quarters-coin-pennsylvania-uncirculated-reverse.jpg","US Mint\Bulk_Scrape\1999-50-state-quarters-coin-pennsylvania-uncirculated-reverse.jpg"
"1999-american-eagle-platinum-one-ounce-proof-coin-reverse.jpg","US Mint\Bulk_Scrape\American_Eagle\1999-american-eagle-platinum-one-ounce-proof-coin-reverse.jpg"
"1999-dolley-madison-commemorative-silver-one-dollar-proof-obverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1999-dolley-madison-commemorative-silver-one-dollar-proof-obverse.jpg"
"1999-dolley-madison-commemorative-silver-one-dollar-proof-reverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1999-dolley-madison-commemorative-silver-one-dollar-proof-reverse.jpg"
"1999-george-washington-commemorative-gold-five-dollar-proof-obverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1999-george-washington-commemorative-gold-five-dollar-proof-obverse.jpg"
"1999-george-washington-commemorative-gold-five-dollar-proof-reverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1999-george-washington-commemorative-gold-five-dollar-proof-reverse.jpg"
"1999-susan-b-anthony-dollar-obverse.jpg","US Mint\Bulk_Scrape\Dollar\1999-susan-b-anthony-dollar-obverse.jpg"
"1999-susan-b-anthony-dollar-obverse.jpg","US Mint\Bulk_Scrape\SBA\1999-susan-b-anthony-dollar-obverse.jpg"
"1999-susan-b-anthony-dollar-reverse.jpg","US Mint\Bulk_Scrape\SBA\1999-susan-b-anthony-dollar-reverse.jpg"
"1999-susan-b-anthony-dollar-reverse.jpg","US Mint\Bulk_Scrape\Dollar\1999-susan-b-anthony-dollar-reverse.jpg"
"1999-yellowstone-silver-dollar-proof-obverse-2000x2000.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1999-yellowstone-silver-dollar-proof-obverse-2000x2000.jpg"
"1999-yellowstone-silver-dollar-proof-reverse-2000x2000.jpg","US Mint\Bulk_Scrape\Commemoratives_All\1999-yellowstone-silver-dollar-proof-reverse-2000x2000.jpg"
"2000_Library_of_Congress_Proof_Ten_Dollars_attr_National_Museum_of_American_History.jpg","AJ's\2000_Library_of_Congress_Proof_Ten_Dollars_attr_National_Museum_of_American_History.jpg"
"2000-50-state-quarters-coin-maryland-uncirculated-reverse.jpg","US Mint\Bulk_Scrape\2000-50-state-quarters-coin-maryland-uncirculated-reverse.jpg"
"2000-50-state-quarters-coin-massachusetts-uncirculated-reverse.jpg","US Mint\Bulk_Scrape\2000-50-state-quarters-coin-massachusetts-uncirculated-reverse.jpg"
"2000-50-state-quarters-coin-new-hampshire-uncirculated-reverse.jpg","US Mint\Bulk_Scrape\2000-50-state-quarters-coin-new-hampshire-uncirculated-reverse.jpg"
"2000-50-state-quarters-coin-south-carolina-uncirculated-reverse.jpg","US Mint\Bulk_Scrape\2000-50-state-quarters-coin-south-carolina-uncirculated-reverse.jpg"
"2000-50-state-quarters-coin-virginia-uncirculated-reverse.jpg","US Mint\Bulk_Scrape\2000-50-state-quarters-coin-virginia-uncirculated-reverse.jpg"
"2000-american-eagle-platinum-one-ounce-proof-coin-reverse.jpg","US Mint\Bulk_Scrape\American_Eagle\2000-american-eagle-platinum-one-ounce-proof-coin-reverse.jpg"
"2000-leif-ericson-american-commemorative-silver-one-dollar-proof-obverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\2000-leif-ericson-american-commemorative-silver-one-dollar-proof-obverse.jpg"
"2000-leif-ericson-american-commemorative-silver-one-dollar-proof-reverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\2000-leif-ericson-american-commemorative-silver-one-dollar-proof-reverse.jpg"
"2000-leif-ericson-icelandic-kronur-commemorative-silver-one-dollar-proof-obverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\2000-leif-ericson-icelandic-kronur-commemorative-silver-one-dollar-proof-obverse.jpg"
"2000-leif-ericson-icelandic-kronur-commemorative-silver-one-dollar-proof-reverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\2000-leif-ericson-icelandic-kronur-commemorative-silver-one-dollar-proof-reverse.jpg"
"2000-library-of-congress-commemorative-bimetallic-ten-dollar-proof-obverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\2000-library-of-congress-commemorative-bimetallic-ten-dollar-proof-obverse.jpg"
"2000-library-of-congress-commemorative-silver-dollar-uncirculated-obverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\2000-library-of-congress-commemorative-silver-dollar-uncirculated-obverse.jpg"
"2000-Sacagawea-Golden-Dollar-Obverse-2.jpg","US Mint\Bulk_Scrape\Sacagawea\2000-Sacagawea-Golden-Dollar-Obverse-2.jpg"
"2000-Sacagawea-Golden-Dollar-Reverse-2.jpg","US Mint\Bulk_Scrape\Sacagawea\2000-Sacagawea-Golden-Dollar-Reverse-2.jpg"
"2001-50-state-quarters-coin-kentucky-uncirculated-reverse.jpg","US Mint\Bulk_Scrape\2001-50-state-quarters-coin-kentucky-uncirculated-reverse.jpg"
"2001-50-state-quarters-coin-new-york-uncirculated-reverse.jpg","US Mint\Bulk_Scrape\2001-50-state-quarters-coin-new-york-uncirculated-reverse.jpg"
"2001-50-state-quarters-coin-north-carolina-uncirculated-reverse.jpg","US Mint\Bulk_Scrape\2001-50-state-quarters-coin-north-carolina-uncirculated-reverse.jpg"
"2001-50-state-quarters-coin-rhode-island-uncirculated-reverse.jpg","US Mint\Bulk_Scrape\2001-50-state-quarters-coin-rhode-island-uncirculated-reverse.jpg"
"2001-50-state-quarters-coin-vermont-uncirculated-reverse.jpg","US Mint\Bulk_Scrape\2001-50-state-quarters-coin-vermont-uncirculated-reverse.jpg"
"2001-american-buffalo-commemorative-silver-one-dollar-uncirculated-obverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\2001-american-buffalo-commemorative-silver-one-dollar-uncirculated-obverse.jpg"
"2001-american-buffalo-commemorative-silver-one-dollar-uncirculated-reverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\2001-american-buffalo-commemorative-silver-one-dollar-uncirculated-reverse.jpg"
"2001-american-eagle-platinum-one-ounce-proof-coin-reverse.jpg","US Mint\Bulk_Scrape\American_Eagle\2001-american-eagle-platinum-one-ounce-proof-coin-reverse.jpg"
"2001-united-states-capitol-visitor-center-commemorative-clad-half-dollar-uncirculated-obverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\2001-united-states-capitol-visitor-center-commemorative-clad-half-dollar-uncirculated-obverse.jpg"
"2001-united-states-capitol-visitor-center-commemorative-gold-uncirculated-obverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\2001-united-states-capitol-visitor-center-commemorative-gold-uncirculated-obverse.jpg"
"2001-united-states-capitol-visitor-center-commemorative-silver-one-dollar-uncirculated-obverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\2001-united-states-capitol-visitor-center-commemorative-silver-one-dollar-uncirculated-obverse.jpg"
"2002-50-state-quarters-coin-indiana-uncirculated-reverse.jpg","US Mint\Bulk_Scrape\2002-50-state-quarters-coin-indiana-uncirculated-reverse.jpg"
"2002-50-state-quarters-coin-louisiana-uncirculated-reverse.jpg","US Mint\Bulk_Scrape\2002-50-state-quarters-coin-louisiana-uncirculated-reverse.jpg"
"2002-50-state-quarters-coin-mississippi-uncirculated-reverse.jpg","US Mint\Bulk_Scrape\2002-50-state-quarters-coin-mississippi-uncirculated-reverse.jpg"
"2002-50-state-quarters-coin-ohio-uncirculated-reverse.jpg","US Mint\Bulk_Scrape\2002-50-state-quarters-coin-ohio-uncirculated-reverse.jpg"
"2002-50-state-quarters-coin-tennessee-uncirculated-reverse.jpg","US Mint\Bulk_Scrape\2002-50-state-quarters-coin-tennessee-uncirculated-reverse.jpg"
"2002-american-eagle-platinum-one-ounce-proof-coin-obverse.jpg","US Mint\Bulk_Scrape\American_Eagle\2002-american-eagle-platinum-one-ounce-proof-coin-obverse.jpg"
"2002-american-eagle-platinum-one-ounce-proof-coin-reverse.jpg","US Mint\Bulk_Scrape\American_Eagle\2002-american-eagle-platinum-one-ounce-proof-coin-reverse.jpg"
"2002-west-point-bicentennial-commemorative-silver-one-dollar-uncirculated-obverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\2002-west-point-bicentennial-commemorative-silver-one-dollar-uncirculated-obverse.jpg"
"2002-west-point-bicentennial-commemorative-silver-one-dollar-uncirculated-reverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\2002-west-point-bicentennial-commemorative-silver-one-dollar-uncirculated-reverse.jpg"
"2002-winter-olympics-salt-lake-city-commemorative-gold-five-dollar-uncirculated-reverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\2002-winter-olympics-salt-lake-city-commemorative-gold-five-dollar-uncirculated-reverse.jpg"
"2002-winter-olympics-salt-lake-city-commemorative-silver-one-dollar-uncirculated-reverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\2002-winter-olympics-salt-lake-city-commemorative-silver-one-dollar-uncirculated-reverse.jpg"
"2003_Wright_Brothers_Proof_Five_Dollars_attr_National_Museum_of_American_History.jpg","AJ's\2003_Wright_Brothers_Proof_Five_Dollars_attr_National_Museum_of_American_History.jpg"
"2003-50-state-quarters-coin-alabama-uncirculated-reverse.jpg","US Mint\Bulk_Scrape\2003-50-state-quarters-coin-alabama-uncirculated-reverse.jpg"
"2003-50-state-quarters-coin-arkansas-uncirculated-reverse.jpg","US Mint\Bulk_Scrape\2003-50-state-quarters-coin-arkansas-uncirculated-reverse.jpg"
"2003-50-state-quarters-coin-illinois-uncirculated-reverse.jpg","US Mint\Bulk_Scrape\2003-50-state-quarters-coin-illinois-uncirculated-reverse.jpg"
"2003-50-state-quarters-coin-maineuncirculated-reverse.jpg","US Mint\Bulk_Scrape\2003-50-state-quarters-coin-maineuncirculated-reverse.jpg"
"2003-50-state-quarters-coin-missouri-uncirculated-reverse.jpg","US Mint\Bulk_Scrape\2003-50-state-quarters-coin-missouri-uncirculated-reverse.jpg"
"2003-american-eagle-platinum-one-ounce-proof-coin-reverse.jpg","US Mint\Bulk_Scrape\American_Eagle\2003-american-eagle-platinum-one-ounce-proof-coin-reverse.jpg"
"2003-first-flight-centennial-commemorative-clad-half-dollar-uncirculated-obverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\2003-first-flight-centennial-commemorative-clad-half-dollar-uncirculated-obverse.jpg"
"2003-first-flight-centennial-commemorative-gold-ten-dollar-uncirculated-obverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\2003-first-flight-centennial-commemorative-gold-ten-dollar-uncirculated-obverse.jpg"
"2003-first-flight-centennial-commemorative-silver-one-dollar-uncirculated-reverse.jpg","US Mint\Bulk_Scrape\Commemoratives_All\2003-first-flight-centennial-commemorative-silver-one-dollar-uncirculated-reverse.jpg"
"2004-50-state-quarters-coin-florida-uncirculated-reverse.jpg","US Mint\Bulk_Scrape\2004-50-state-quarters-coin-florida-uncirculated-reverse.jpg"
"2004-50-state-quarters-coin-iowa-uncirculated-reverse.jpg","US Mint\Bulk_Scrape\2004-50-state-quarters-coin-iowa-uncirculated-reverse.jpg"
"2004-50-state-quarters-coin-michigan-uncirculated-reverse.jpg","US Mint\Bulk_Scrape\2004-50-state-quarters-coin-michigan-uncirculated-reverse.jpg"
"2004-50-state-quarters-coin-texas-uncirculated-reverse.jpg","US Mint\Bulk_Scrape\2004-50-state-quarters-coin-texas-uncirculated-reverse.jpg"
