doc_key,year,mint,program,subject,side,public_url,attribution,source_tier,source_label
1860_coins__nnc__obverse,1860,,coins__nnc_,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Coins__NNC_/NNC-US-1860-10C-Seated_Liberty__28legend_29_obverse__28cropped_29.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1860_coins__nnc__reverse,1860,,coins__nnc_,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Coins__NNC_/NNC-US-1860-10C-Seated_Liberty__28legend_29_reverse__28cropped_29.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1861_D_dollar_obverse,1861,D,dollar,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Dollar_coins_of_the_United_States/Gold_dollar__United_States_/1861-D_G_241__28obv_29.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1861_D_dollar_reverse,1861,D,dollar,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Dollar_coins_of_the_United_States/Gold_dollar__United_States_/1861-D_G_241__28rev_29.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1865_aj_collection_obverse,1865,,aj_collection,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/aj_collection/NNC-US-1865-G$10-Liberty_Head_new_style.jpg,,2,Numista Reference Library
1865_coins__nnc__obverse,1865,,coins__nnc_,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Coins__NNC_/NNC-US-1865-G_2410-Liberty_Head__28new_style_29_RIGHT.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1865_dollar_obverse,1865,,dollar,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Dollar_coins_of_the_United_States/Seated_Liberty_dollar/NNC-US-1865-1_24-Seated_Liberty__28no_motto_29_RIGHT.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1865_nickel_obverse,1865,,nickel,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Coins__NNC_/NNC-US-1865-3C-Three-Cent_2C_Nickel_obverse__28cropped_29.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1865_nickel_reverse,1865,,nickel,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Coins__NNC_/NNC-US-1865-3C-Three-Cent_2C_Nickel_reverse__28cropped_29.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1866_aj_collection_obverse,1866,,aj_collection,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/aj_collection/NNC-US-1866-G$10-Liberty_Head_new_style_&_motto.jpg,,2,Numista Reference Library
1866_coins__nnc__obverse,1866,,coins__nnc_,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Coins__NNC_/NNC-US-1866-G_245-Liberty_Head__28motto_29_RIGHT.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1866_coins__nnc__reverse,1866,,coins__nnc_,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Coins__NNC_/NNC-US-1866-G_2420-Liberty_Head__28motto_29_reverse__28cropped_29.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1866_dollar_obverse,1866,,dollar,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Dollar_coins_of_the_United_States/Seated_Liberty_dollar/NNC-US-1866-1_24-Seated_Liberty__28no_motto_29_RIGHT.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1866_nickel_obverse,1866,,nickel,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Coins__NNC_/NNC-US-1866-5C-Shield_Nickel__28rays_29_RIGHT.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1873_S_kennedy-half-dollar_obverse,1873,S,kennedy-half-dollar,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Half_dollar__United_States_/Seated_Liberty_half_dollar/1873-S_50C_Arrows_RIGHT.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1873_coins__nnc__obverse,1873,,coins__nnc_,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Coins__NNC_/NNC-US-1873-5C-Seated_Liberty__28legend_29_RIGHT.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1873_coins__nnc__reverse,1873,,coins__nnc_,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Coins__NNC_/NNC-US-1873-25C-Seated_Liberty__28no_arrows_29_reverse__28cropped_29.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1873_dollar_obverse,1873,,dollar,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Dollar_coins_of_the_United_States/Trade_dollar__United_States_/NNC-US-1873-1_24-Seated_Liberty__28Trade_dollar_29_RIGHT.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1873_dollar_reverse,1873,,dollar,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/dollar/1873-seated-liberty-silver-dollar-reverse.jpg,,2,Numista Reference Library
1873_kennedy-half-dollar_obverse,1873,,kennedy-half-dollar,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Half_dollar__United_States_/Seated_Liberty_half_dollar/1873-CC_50C_No_Arrows_RIGHT.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1873_nickel_obverse,1873,,nickel,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Coins__NNC_/NNC-US-1873-5C-Shield_Nickel__28stars_29_RIGHT.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1874_S_dollar_obverse,1874,S,dollar,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Dollar_coins_of_the_United_States/Trade_dollar__United_States_/1874-S_Trade_dollar_obverse.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1874_S_dollar_reverse,1874,S,dollar,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Dollar_coins_of_the_United_States/Trade_dollar__United_States_/1874-S_Trade_dollar_reverse.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1874_coins__nnc__obverse,1874,,coins__nnc_,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Coins__NNC_/NNC-US-1874-10C-Seated_Liberty__28legend__26_arrows_29_obverse__28cropped_29.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1875_coins__nnc__obverse,1875,,coins__nnc_,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Coins__NNC_/NNC-US-1875-10C-Seated_Liberty__28legend_resumed_29_RIGHT.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1877_coins__nnc__obverse,1877,,coins__nnc_,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Coins__NNC_/NNC-US-1877-G_2450-Half_Union_gold_pattern__28J-1548_29_RIGHT.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1877_dollar_obverse,1877,,dollar,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Coins__NNC_/NNC-US-1877-G_2420-Liberty_Head__28Twenty_Dollars__26_motto_29_RIGHT.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1877_dollar_reverse,1877,,dollar,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Coins__NNC_/NNC-US-1877-G_2420-Liberty_Head__28Twenty_Dollars__26_motto_29_reverse__28cropped_29.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1877_quarter_obverse,1877,,quarter,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/United_States_quarters/Seated_Liberty_quarter/1877-CC_Seated_Liberty_quarter.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1877_quarter_reverse,1877,,quarter,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/United_States_quarters/Seated_Liberty_quarter/1877-CC_Seated_Liberty_quarter_reverse.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1878_morgan-dollar_obverse,1878,,morgan-dollar,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Dollar_coins_of_the_United_States/Morgan_dollar/NNC-US-1878-CC-1_24-Morgan_dollar_RIGHT.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1879_coins__nnc__obverse,1879,,coins__nnc_,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Coins__NNC_/NNC-US-1879-G_2420-Quintuple_Stella_Pattern_RIGHT.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1879_flowing-hair_obverse,1879,,flowing-hair,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Coins__NNC_/NNC-US-1879-G_244-Stella_Pattern__28Flowing_Hair_29_RIGHT.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1880_coins__nnc__obverse,1880,,coins__nnc_,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Coins__NNC_/NNC-US-1880-G_244-Stella_Pattern__28Coiled_Hair_29_RIGHT.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1881_S_morgan-dollar_obverse,1881,S,morgan-dollar,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Dollar_coins_of_the_United_States/Morgan_dollar/1881-S_PCGS_MS66_Morgan_dollar__28Coins2.calkinsc.com_29.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1882_dollar_obverse,1882,,dollar,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Dollar_coins_of_the_United_States/Morgan_dollar/USA-1882-Coin-1-Liberty_Head_RIGHT.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1883_dollar_obverse,1883,,dollar,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Dollar_coins_of_the_United_States/Morgan_dollar/USA-1883-one-dollar_RIGHT.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1883_nickel_obverse,1883,,nickel,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Coins__NNC_/NNC-US-1883-5C-Liberty_Nickel__28no_cents_29_RIGHT.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1884_dollar_obverse,1884,,dollar,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Dollar_coins_of_the_United_States/Morgan_dollar/USA-1884-one-dollar_RIGHT.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1885_dollar_obverse,1885,,dollar,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Dollar_coins_of_the_United_States/Morgan_dollar/USA-1885-one-dollar_RIGHT.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1886_dollar_obverse,1886,,dollar,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Dollar_coins_of_the_United_States/Morgan_dollar/USA-1886-one-dollar_RIGHT.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1887_dollar_obverse,1887,,dollar,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Dollar_coins_of_the_United_States/Morgan_dollar/USA-1887-one-dollar_RIGHT.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1887_nickel_obverse,1887,,nickel,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Coins__NNC_/NNC-US-1887-5C-Liberty_Nickel__28cents_29_RIGHT.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1891_kennedy-half-dollar_obverse,1891,,kennedy-half-dollar,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Coins__NNC_/NNC-1891-P50C-Standing_Columbia_Half_dollar_pattern__28J-1766_29_RIGHT.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1892_dime_obverse,1892,,dime,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Coins__NNC_/NNC-US-1892-10C-Barber_Dime_RIGHT.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1892_kennedy-half-dollar_reverse,1892,,kennedy-half-dollar,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/1892-columbian-exposition-commemorative-silver-half-dollar-coin-reverse.jpg,,2,Numista Reference Library
1892_quarter_obverse,1892,,quarter,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/generic_quarters/1892-barber-quarter-obverse.jpg,,2,Numista Reference Library
1893_S_morgan-dollar_obverse,1893,S,morgan-dollar,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Dollar_coins_of_the_United_States/1893-S_Morgan_dollar_obverse.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1893_S_morgan-dollar_reverse,1893,S,morgan-dollar,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Dollar_coins_of_the_United_States/1893-S_Morgan_dollar_reverse.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1893_commemorative_obverse,1893,,commemorative,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/1893-queen-isabella-commemorative-silver-quarter-dollar-coin-obverse.jpg,,2,Numista Reference Library
1894_S_dime_obverse,1894,S,dime,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/United_States_dimes/Barber_dimes/1894-S_Barber_dime_RIGHT.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1907_D_kennedy-half-dollar_obverse,1907,D,kennedy-half-dollar,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Half_dollar__United_States_/Barber_half_dollar/1907-D_Barber_half_obverse.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1907_D_kennedy-half-dollar_reverse,1907,D,kennedy-half-dollar,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Half_dollar__United_States_/Barber_half_dollar/1907-D_Barber_half_reverse.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1907_aj_collection_obverse,1907,,aj_collection,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/aj_collection/NNC-US-1907-G$10-Indian_Head_no_motto.jpg,,2,Numista Reference Library
1907_american-eagle-gold_reverse,1907,,american-eagle-gold,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/gold_eagles/1907-indian-head-gold-eagle-reverse.jpg,,2,Numista Reference Library
1907_coins__nnc__obverse,1907,,coins__nnc_,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Coins__NNC_/NNC-US-1907-G_2410-Indian_Head__28no_motto_29_obverse__28cropped_29.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1907_coins__nnc__reverse,1907,,coins__nnc_,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Coins__NNC_/NNC-US-1907-G_2410-Indian_Head__28no_motto_29_reverse__28cropped_29.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1907_saint-gaudens_obverse,1907,,saint-gaudens,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Coins__NNC_/NNC-US-1907-G_2420-Saint_Gaudens__28Roman_2C_ultra_high_relief_2C_wire_edge_29_RIGHT.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1907_saint-gaudens_reverse,1907,,saint-gaudens,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/us_mint_manual/highres_scrape/1907-saint-gaudens-semiq-gold-reverse.jpg,,2,Numista Reference Library
1908_D_saint-gaudens_obverse,1908,D,saint-gaudens,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Coins__NNC_/NNC-US-1908-D-G_2420-Saint_Gaudens__28Arabic__26_motto_29_RIGHT.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1908_aj_collection_obverse,1908,,aj_collection,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/aj_collection/NNC-US-1908-G$10-Indian_Head_motto.jpg,,2,Numista Reference Library
1908_american-eagle-gold_reverse,1908,,american-eagle-gold,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/gold_eagles/1908-indian-head-quarter-eagle-reverse.jpg,,2,Numista Reference Library
1908_coins__nnc__obverse,1908,,coins__nnc_,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Coins__NNC_/NNC-US-1908-G_245-Indian_Head_RIGHT.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1908_coins__nnc__reverse,1908,,coins__nnc_,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Coins__NNC_/NNC-US-1908-G_245-Indian_Head-reverse_28cropped_29.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1908_saint-gaudens_obverse,1908,,saint-gaudens,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Coins__NNC_/NNC-US-1908-G_2420-Saint_Gaudens_double_sided_die_trial_RIGHT.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1909_S_cent_reverse,1909,S,cent,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/United_States_cents/Reverses_of_United_States_cents/1909-S_Indian_Head_cent_reverse.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1909_S_lincoln-cent_obverse,1909,S,lincoln-cent,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/United_States_cents/Obverses_of_United_States_cents/1909-S_VDB_Lincoln_cent_obverse_transparent_background.png,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1909_S_lincoln-cent_reverse,1909,S,lincoln-cent,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/United_States_cents/Lincoln_cents/Lincoln_Wheat_cent/1909-S_VDB_Lincoln_cent_reverse.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1909_lincoln-cent_obverse,1909,,lincoln-cent,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Coins__NNC_/NNC-US-1909-1C-Lincoln_Cent__28wheat_29_RIGHT.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1912_D_dime_obverse,1912,D,dime,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/United_States_dimes/Barber_dimes/1912-D_Barber_dime.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1912_S_nickel_obverse,1912,S,nickel,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/United_States_nickels/Liberty_Head_nickel/1912-S_5C__28obv_29.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1912_S_nickel_reverse,1912,S,nickel,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/United_States_nickels/Liberty_Head_nickel/1912-S_5C__28rev_29.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1912_dollar_obverse,1912,,dollar,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/United_States_quarters/Usa-1-4-dollar-1912.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1912_nickel_obverse,1912,,nickel,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/United_States_nickels/Usa-5-cents-1912.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1913_D_kennedy-half-dollar_obverse,1913,D,kennedy-half-dollar,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Half_dollar__United_States_/Barber_half_dollar/1913-D_Barber_half_obverse.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1913_D_kennedy-half-dollar_reverse,1913,D,kennedy-half-dollar,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Half_dollar__United_States_/Barber_half_dollar/1913-D_Barber_half_reverse.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1913_buffalo-nickel_obverse,1913,,buffalo-nickel,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Coins__NNC_/NNC-US-1913-5C-Buffalo_Nickel__28TyII-line_29_RIGHT.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1913_buffalo-nickel_reverse,1913,,buffalo-nickel,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Coins__NNC_/NNC-US-1913-5C-Buffalo_Nickel__28TyII-line_29_reverse__28cropped_29.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1913_kennedy-half-dollar_obverse,1913,,kennedy-half-dollar,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Half_dollar__United_States_/Usa-1-2-dollar-1913.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1913_nickel_obverse,1913,,nickel,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Coins__NNC_/NNC-US-1913-5C-Liberty_Nickel__28cents_29_RIGHT.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1915_S_kennedy-half-dollar_obverse,1915,S,kennedy-half-dollar,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Half_dollar__United_States_/Commemorative_half_dollars_of_the_United_States/Panama_Pacific_Exposition_half_dollar/1915-S_50C_Panama-Pacific__28obverse_29.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1915_S_kennedy-half-dollar_reverse,1915,S,kennedy-half-dollar,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Half_dollar__United_States_/Commemorative_half_dollars_of_the_United_States/Panama_Pacific_Exposition_half_dollar/1915-S_50C_Panama-Pacific__28reverse_29.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1916_S_kennedy-half-dollar_obverse,1916,S,kennedy-half-dollar,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Half_dollar__United_States_/Walking_Liberty_half_dollars/1916-S_50C__28obv_29.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1916_S_kennedy-half-dollar_reverse,1916,S,kennedy-half-dollar,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Half_dollar__United_States_/Walking_Liberty_half_dollars/1916-S_50C__28rev_29.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1916_kennedy-half-dollar_obverse,1916,,kennedy-half-dollar,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/half_dollar/1916%20Walking%20Liberty%20Half%20Dollar%20Obverse%20Philadelphia.jpg,,2,Numista Reference Library
1916_kennedy-half-dollar_reverse,1916,,kennedy-half-dollar,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/half_dollar/1916%20Walking%20Liberty%20Half%20Dollar%20Reverse.jpg,,2,Numista Reference Library
1916_mercury-dime_obverse,1916,,mercury-dime,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/dime/1916-Mercury-Dime-Obverse-Denver.jpg,,2,Numista Reference Library
1916_mercury-dime_reverse,1916,,mercury-dime,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/dime/1916-Mercury-Dime-Reverse-Denver.jpg,,2,Numista Reference Library
1916_quarter_obverse,1916,,quarter,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/generic_quarters/1916%20Standing%20Liberty%20Quarter%20Obverse%20Philadelphia.jpg,,2,Numista Reference Library
1918_S_quarter_obverse,1918,S,quarter,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/United_States_quarters/Standing_Liberty_quarters/1918-7-S_Standing_Liberty_quarter_obverse.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1918_S_quarter_reverse,1918,S,quarter,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/United_States_quarters/Standing_Liberty_quarters/1918-7-S_Standing_Liberty_quarter_reverse.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1919_S_lincoln-cent_obverse,1919,S,lincoln-cent,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/United_States_cents/Obverses_of_United_States_cents/1919-S_Lincoln_cent_obverse.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1919_buffalo-nickel_reverse,1919,,buffalo-nickel,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/nickel/1919-buffalo-nickel-reverse-2000x2000.jpg,,2,Numista Reference Library
1921_dollar_obverse,1921,,dollar,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Dollar_coins_of_the_United_States/Usa-1-dollar-1921.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1921_peace-dollar_obverse,1921,,peace-dollar,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Dollar_coins_of_the_United_States/Peace_dollar/NNC-US-1921-1_24-Peace_dollar_RIGHT.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1924_kennedy-half-dollar_reverse,1924,,kennedy-half-dollar,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Half_dollar__United_States_/Commemorative_half_dollars_of_the_United_States/Huguenot-Walloon_half_dollar/NNC-1924-50C-Huguenot-Walloon_Tercentenary_half_dollar__28reverse_2C_uniface_die_trial_29_LEFT.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1928_dollar_obverse,1928,,dollar,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Dollar_coins_of_the_United_States/Peace_dollar/USA-1928-Coin-1_RIGHT.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1932_quarter_obverse,1932,,quarter,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/generic_quarters/1932-george-washington-quarter-obverse.jpg,,2,Numista Reference Library
1933_saint-gaudens_obverse,1933,,saint-gaudens,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Coins__NNC_/NNC-US-1933-G_2420-Saint_Gaudens_RIGHT.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1934_D_kennedy-half-dollar_obverse,1934,D,kennedy-half-dollar,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Half_dollar__United_States_/Commemorative_half_dollars_of_the_United_States/Oregon_Trail_Memorial_half_dollar/1934-D_Oregon_Trail_obverse.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
